"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"KA CHUNG (UK) COMPANY LIMITED","13253397","Active","Private limited company","","","","68209","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","68","2021","3","9","","","","52.4750369","-1.8978225",
"ZAIN UL ABDEEN LTD","10469469","Active","Private limited company","","","","82990","181 A Pershore Road Edgbaston Birmingham B5 7PF","B5 7PF","82","2016","11","8","","","","52.4582044","-1.905079",
"BOLTZ CLUB (BIRMINGHAM) LTD","13761459","Active","Private limited company","","","","56302","16 Kent Street Birmingham B5 6RD","B5 6RD","56","2021","11","23","","","","52.472709111111115","-1.896132666666667",
"T KAI LTD","11709507","Active","Private limited company","","","","56102 56103","Look In Unit 3, Kotwall House Ladywell Walk Birmingham B5 4ST","B5 4ST","56 ","2018","12","4","","","","52.475806","-1.89672",
"THE URBANN KITCHEN LIMITED","10192245","Active","Private limited company","","","","46900 56102 56103","148-151 Bromsgrove Street Birmingham B5 6RG","B5 6RG","46 56 ","2016","5","20","","","","52.473205","-1.896326",
"ARGEELA LTD","9485919","Active","Private limited company","","","","93290","113 Fazeley Street Nechells Birmingham B5 5RX","B5 5RX","93","2015","3","12","","","","52.478794666666666","-1.8839626666666665",
"LADYWELL HOUSE SUITES LTD","11962107","Active","Private limited company","","","","55100","3rd Floor Ladywell House, 22 Hurst Street Birmingham B5 4BN","B5 4BN","55","2019","4","25","","","","52.4752844","-1.8975768",
"GROUNDWORK TRADE ASSOCIATION LIMITED","3852899","Active","Private limited company","","","","94990","Suite B2The Walker Building 58 Oxford Street Birmingham B5 5NR","B5 5NR","94","1999","9","29","","","","52.4772558","-1.8868610000000001",
"SKY AUTO SPARES LIMITED","12445828","Active","Private limited company","","","","45320","Unit 2 Pickford Street Birmingham B5 5QH","B5 5QH","45","2020","2","6","","","","52.478730999999996","-1.8850392",
"MAGGIE LO CATERING SUPPLIES LIMITED","5843149","Active","Private limited company","","","","47789","202-204 Barford Street Birmingham B5 7EP","B5 7EP","47","2006","6","12","","","","52.46969185714285","-1.8928379999999998",
"SJC GLASGOW LIMITED","13168600","Active","Private limited company","","","","56101","Suite B 8th Floor Albany House 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2021","1","29","","","","52.4750369","-1.8978225",
"CRANE COMMUNICATIONS LIMITED","NI014794","Active","Private limited company","","","","74909","Unit B5 Sydenham Business Park 17 Heron Road BT3 9LE","BT3 9LE","74","1981","3","12","","","","51.465579700000006","-2.5672427123858803",
"FATH LTD","10847877","Active","Private limited company","","","","47190 47650 62012","179 Pershore Road Birmingham B5 7PF","B5 7PF","47  62","2017","7","3","","","","52.4582044","-1.905079",
"KYM TECHNOLOGY LTD","12907515","Active","Private limited company","","","","47760","119 Hurst Street Pets Villa Birmingham B5 6SE","B5 6SE","47","2020","9","25","","","","52.47301528571428","-1.8957878571428572",
"BROADCOMBE LIMITED","11437605","Active","Private limited company","","","","82990","3 Smallbrook Queensway Birmingham B5 4HE","B5 4HE","82","2018","6","28","","","","52.47507245454545","-1.8993126363636363",
"BIRMINGHAM NEOGLORY LTD","9648177","Active","Private limited company","","","","47789","2nd Floor 35 Rea Street Birmingham B5 6HT","B5 6HT","47","2015","6","19","","","","52.47396957142856","-1.8889787142857144",
"CARISS MANAGEMENT AND TRADING LTD","10303287","Active","Private limited company","","","","56290 78300","Stall 2 Indoor Market Pershore Street Birmingham B5 4RW","B5 4RW","56 78","2016","7","29","","","","52.47455646666666","-1.8943391333333333",
"RW MIDLANDS LIMITED","13750327","Active","Private limited company","","","","56101","8.02 The Southside Building 8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2021","11","17","","","","52.4750369","-1.8978225",
"HEY AND FAITH COMPANY LIMITED","13728386","Active","Private limited company","","","","68209","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","68","2021","11","8","","","","52.4750369","-1.8978225",
"SEARCH UNLIMITED LTD","9657761","Active","Private limited company","","","","70229","63 Jacoby Place Priory Road Edgbaston Birmingham B5 7UW","B5 7UW","70","2015","6","25","","","","52.4552416","-1.9125452000000003",
"CITYLIFE MOTOR TRADE LTD","11144891","Active","Private limited company","","","","77110","39 Meriden Street Birmingham B5 5LS","B5 5LS","77","2018","1","11","","","","52.476765944444445","-1.8900443888888891",
"MAK PRIVATE LTD","11533372","Active","Private limited company","","","","56103","Business Centre 5 Digbeth Birmingham B5 6BH","B5 6BH","56","2018","8","23","","","","52.476785250000006","-1.892656125",
"RODROJ ERDINGTON LTD","11777600","Active","Private limited company","","","","47110","6 Smallbrook Queensway Birmingham B5 4EN","B5 4EN","47","2019","1","21","","","","52.475485","-1.899555",
"MOST SUCCESSFUL LIMITED","10465696","Active","Private limited company","","","","68209","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","68","2016","11","7","","","","52.4750369","-1.8978225",
"BIRMINGHAM MOTOR HUB LTD","12121074","Active","Private limited company","","","","45112","Unit 4 108 Digbeth Birmingham B5 6DT","B5 6DT","45","2019","7","24","","","","52.476169","-1.890116",
"GRAMEEN CARDIFF LTD","10564483","Active","Private limited company","","","","56101","21-27 Milk Street Digbeth Birmingham B5 5TR","B5 5TR","56","2017","1","16","","","","52.476862375","-1.8846922499999998",
"HADDY AND HOREJA'S LIMITED","10876990","Active","Private limited company","","","","88100","Flat 5 46 Benmore Avenue Birmingham B5 7XP","B5 7XP","88","2017","7","21","","","","52.463811799999995","-1.9022801999999999",
"VALDONA LIMITED","10875672","Active","Private limited company","","","","32990","First Floor Kotwall House Wrottesley Street Birmingham B5 4RT","B5 4RT","32","2017","7","20","","","","52.47543","-1.897381",
"FEEL @ HOME 24HOURS LIMITED","10826488","Active","Private limited company","","","","82990","Apt 413 2 Masshouse Plaza Moor Street Birmingham B5 5JE","B5 5JE","82","2017","6","20","","","","52.481454","-1.89043",
"VIVID PROJECTS LIMITED","8116990","Active","Private limited by guarantee without share capital","","","","90040","16 Minerva Works 158 Fazeley Street Birmingham B5 5SR","B5 5SR","90","2012","6","25","","","","52.476419166666666","-1.88418725",
"CENTURY MANAGEMENT LIMITED","2880485","Active","Private limited company","","","","68320","Unit B206 The Arcadian Centre Hurst Street Birmingham B5 4TD","B5 4TD","68","1993","12","14","","","","52.474768","-1.897239",
"STARWOOD SERVICES LIMITED","3868487","Active","Private limited company","","","","68209","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","68","1999","10","29","","","","52.4750369","-1.8978225",
"HEY GREEN RAVEN LTD","13794484","Active","Private limited company","","","","59111","26a Oxford Street Digbeth Birmingham B5 5NR","B5 5NR","59","2021","12","10","","","","52.4772558","-1.8868610000000001",
"DRKP ENTERPRISES LIMITED","11107301","Active","Private limited company","","","","47110 47190 47290","Costcutter 96-98 Bristol Street Edgbaston Birmingham B5 7AP","B5 7AP","47  ","2017","12","12","","","","12.8605274","-1.0457612",
"WARMAN CNC PROPERTY LTD","7088912","Active","Private limited company","","","","68209","213-215 Moseley Street Birmingham B5 6LE","B5 6LE","68","2009","11","27","","","","52.47240999999999","-1.8885314000000002",
"ESTERLING LIMITED","2498079","Active","Private limited company","","","","63120","48 Floodgate Street Birmingham B5 5SL","B5 5SL","63","1990","5","2","","","","52.47651114285714","-1.8830465714285716",
"ONE DANCE UK","2931636","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","90020","Dance Hub Thorp Street Birmingham B5 4TB","B5 4TB","90","1994","5","23","","","","52.47427145454546","-1.8981447272727274",
"HURST STREET GARAGE LIMITED","1927482","Active","Private limited company","","","","33170","Unit 6 34 Coventry Street Digbeth Birmingham B5 5NH","B5 5NH","33","1985","7","1","","","","52.47639683333335","-1.8873179999999998",
"THE NIGHTINGALE (UK) LTD","7864974","Active","Private limited company","","","","56302","Wynner House 143 Bromsgrove Street Birmingham B5 6RG","B5 6RG","56","2011","11","29","","","","52.473205","-1.896326",
"GB HOLDINGS (UK) LIMITED","4581702","Active","Private limited company","","","","56302","Wynner House 143 Bromsgrove Street Birmingham B5 6RG","B5 6RG","56","2002","11","5","","","","52.473205","-1.896326",
"DAKAM CAFE LIMITED","12519718","Active","Private limited company","","","","56102","26 Moat Lane Birmingham B5 5BD","B5 5BD","56","2020","3","16","","","","52.47663316666666","-1.8923298333333334",
"COMIC ENTERPRISES LIMITED","2912361","Active","Private limited company","","","","90010","Comic Enterprises Limited The Arcadian Hurst Street Birmingham B5 4TD","B5 4TD","90","1994","3","24","","","","52.474719925","-1.8965178",
"ELMHURST BALLET SCHOOL TRUST","2932622","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","85320","249 Bristol Road Edgbaston Birmingham West Midlands B5 7UH","B5 7UH","85","1994","5","25","","","","52.45435764864865","-1.9131905675675676",
"LUCKETTS SERVICES LIMITED","2965040","Active","Private limited company","","","","99999","National Express  House Birmingham Coach Station Mill Lane Digbeth Birmingham B5 6DD","B5 6DD","99","1994","9","5","","","","52.47537288235293","-1.8885931764705883",
"BCU TRUSTEES LIMITED","2967619","Active","Private limited company","","","","82990","Birmingham City University University House 15 Bartholomew Row Birmingham B5 5JU","B5 5JU","82","1994","9","14","","","","52.48229083333334","-1.8887239999999998",
"HOTSTUFF PIZZA LIMITED","13744771","Active","Private limited company","","","","56103","76 Bristol Street Birmingham B5 7AH","B5 7AH","56","2021","11","15","","","","52.471752","-1.89939",
"GOLDEN SECURITY LTD","13103580","Active","Private limited company","","","","80100","26 Moat Lane Birmingham B5 5BD","B5 5BD","80","2020","12","30","","","","52.47663316666666","-1.8923298333333334",
"AU CREATIVE LTD","11114539","Active","Private limited company","","","","33140 43390 71121 95220","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","33 43 71 95","2017","12","15","","","","52.4750369","-1.8978225",
"LS DERBY LIMITED","11943287","Active","Private limited company","","","","56103","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2019","4","12","","","","52.4750369","-1.8978225",
"SUNNY HILL (STAFF) LTD","11131049","Active","Private limited company","","","","56103","C/O Tan & Co 5th Floor Albany House 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2018","1","3","","","","52.4750369","-1.8978225",
"RW TIMBERYARD LIMITED","13326784","Active","Private limited company","","","","68209","41 Unit 2 Essex Street Birmingham B5 4TR","B5 4TR","68","2021","4","9","","","","52.47362414285715","-1.8984957142857144",
"LINHART. LTD","7217456","Active","Private limited company","","","","59112 59200 69202","Meyart Media 268 Orion Building, 90 Navigation St Meyart Media, 268 Orion Building 90 Navigation Street Birmingham B5 4AE","B5 4AE","59  69","2010","4","8","","","","52.47747245","-1.9028605926822733",
"TEK HEADQUARTERS LIMITED","11933665","Active","Private limited company","","","","62020 70229","57 Milk Street Birmingham B5 5TP","B5 5TP","62 70","2019","4","9","","","","52.476784599999995","-1.8855947999999998",
"SH CORNWALL LIMITED","11972186","Active","Private limited company","","","","56103","Suite B 8th Floor Albany House 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2019","5","1","","","","52.4750369","-1.8978225",
"RELIANCE MEDICARE LTD","10263800","Active","Private limited company","","","","68209","Suite A1 - 10th Floor Albany House Hurst Street Birmingham B5 4BD","B5 4BD","68","2016","7","5","","","","52.47482","-1.89787",
"HOUSES R US LTD","5508271","Active","Private limited company","","","","68100 68209","Saturn Business Centre 54-68 Bissell Street Birmingham B5 7HP","B5 7HP","68 ","2005","7","14","","","","52.46958833333333","-1.8924883333333333",
"H B POULTRY LTD","11556150","Active","Private limited company","","","","47220","96 H Bissell Street Highgate Birmingham B5 7HP","B5 7HP","47","2018","9","6","","","","52.46958833333333","-1.8924883333333333",
"EXPRESS JET LTD","13139740","Active","Private limited company","","","","49410","109 Bissell Street Birmingham B5 7HP","B5 7HP","49","2021","1","18","","","","52.46958833333333","-1.8924883333333333",
"SSTOTTS CONSULTING LIMITED","10588785","Active","Private limited company","","","","70229","6 Courtlands Close Edgbaston Birmingham B5 7XA","B5 7XA","70","2017","1","27","","","","52.4589752","-1.9062670000000002",
"SUBHOW ENTERPRISE LTD","11141907","Active","Private limited company","","","","82990","Apt 118 Latitude 155 Bromsgrove Street Birmingham B5 6AB","B5 6AB","82","2018","1","10","","","","52.473773","-1.895056",
"KIRKWALL CONSULTANCY LIMITED","11758958","Active","Private limited company","","","","82990","74 Bristol Street Birmingham B5 7AH","B5 7AH","82","2019","1","10","","","","52.471752","-1.89939",
"BM3 GROUP LIMITED","13180124","Active","Private limited company","","","","64209","28 Pickford Street Birmingham B5 5QH","B5 5QH","64","2021","2","4","","","","52.478730999999996","-1.8850392",
"OVER GREEN MOTOR COMPANY LIMITED","13123895","Active","Private limited company","","","","45112 45200","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","45 ","2021","1","11","","","","52.4750369","-1.8978225",
"FLEX COURIER LIMITED","11167383","Active","Private limited company","","","","53100","26 Moat Lane Office 1 First Floor Moat Lane Birmingham B5 5BD","B5 5BD","53","2018","1","24","","","","52.47663316666666","-1.8923298333333334",
"RED PANDA INVESTMENTS LTD","5581842","Active","Private limited company","","","","82990","74 Bristol Street Birmingham B5 7AH","B5 7AH","82","2005","10","4","","","","52.471752","-1.89939",
"LG LICHFIELD LIMITED","11041921","Active","Private limited company","","","","56101","Suite B 8th Floor Albany House 31 Hurst House Birmingham B5 4BD","B5 4BD","56","2017","11","1","","","","52.47482","-1.89787",
"DRI.RED LIMITED","3458022","Active","Private limited company","","","","68209","28 Pickford Street Birmingham B5 5QH","B5 5QH","68","1997","10","30","","","","52.478730999999996","-1.8850392",
"GROUNDWORK ENTERPRISES LIMITED","2403588","Active","Private limited company","","","","94990","Suite B2The Walker Building 58 Oxford Street Birmingham B5 5NR","B5 5NR","94","1989","7","12","","","","52.4772558","-1.8868610000000001",
"KARTING (BIRMINGHAM) LIMITED","9327664","Active","Private limited company","","","","93290","202 202 Fazeley Street Birmingham B5 5SE","B5 5SE","93","2014","11","26","","","","52.478027374999996","-1.8810342499999997",
"UNITED 3 LIONS SECURITY LTD","13753744","Active","Private limited company","","","","80100","23 Dalloway Close Birmingham B5 7RD","B5 7RD","80","2021","11","19","","","","52.45916628571429","-1.9035154285714282",
"SALEBOOTH LIMITED","13756193","Active","Private limited company","","","","47910","Apartment 161 Southside St. John's Walk Birmingham B5 4TJ","B5 4TJ","47","2021","11","21","","","","52.473678","-1.897062",
"LEISURE PARKING LIMITED","11027389","Active","Private limited company","","","","68320","202 Fazeley Street Birmingham B5 5SE","B5 5SE","68","2017","10","23","","","","52.478027374999996","-1.8810342499999997",
"ARABIAN OLIVE OIL LTD","11910669","Active","Private limited company","","","","46170","219 Southside Birmingham B5 4TJ","B5 4TJ","46","2019","3","28","","","","52.473678","-1.897062",
"KARTING (HALESOWEN) LIMITED","8365448","Active","Private limited company","","","","93290","202 Fazeley Street Birmingham B5 5SE","B5 5SE","93","2013","1","17","","","","52.478027374999996","-1.8810342499999997",
"WOK INN (KETTERING) LTD","10496707","Active","Private limited company","","","","56103","C/O Tan & Co 5th Floor Albany House 31 Hurst Sreet Birmingham B5 4BD","B5 4BD","56","2016","11","25","","","","52.47482","-1.89787",
"HJ 688 LIMITED","11860606","Active","Private limited company","","","","96090","65a Lower Essex Street Birmingham B5 6SN","B5 6SN","96","2019","3","5","","","","52.472084","-1.896063",
"YUM YUM 2628 LTD","10496790","Active","Private limited company","","","","56103","C/O Tan & Co 5th Floor Albany House 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2016","11","25","","","","52.4750369","-1.8978225",
"FRANVALE LIMITED","1540094","Active","Private limited company","","","","65120","5th Floor Albany House 31 Hurst Street B5 4BD","B5 4BD","65","1981","1","21","","","","52.4750369","-1.8978225",
"SHOWBIZ LTD","8891409","Active","Private limited company","","","","59113 59120 60200 78101","24-28 Smithfield House Digbeth Birmingham B5 6BS","B5 6BS","59  60 78","2014","2","12","","","","52.475969","-1.890904",
"SANJIVANI UK DISTRIBUTION LIMITED","9821267","Active","Private limited company","","","","47190","26 Moat Lane 3rd Floor Birmingham B5 5BD","B5 5BD","47","2015","10","13","","","","52.47663316666666","-1.8923298333333334",
"JEWELLERY QUARTER BULLION LIMITED","6758398","Active","Private limited company","","","","47910","Centre City Tower Floor 16 7 Hill Street Birmingham B5 4UA","B5 4UA","47","2008","11","25","","","","52.47604914285713","-1.8986108571428573",
"VIETNAM NIGHTS LTD","12177120","Active","Private limited company","","","","56210","2nd Floor  Kotwall House Wrottesley Street Birmingham B5 4RT","B5 4RT","56","2019","8","28","","","","52.47543","-1.897381",
"SONSHA MEDICAL INNOVATION LIMITED","12489892","Active","Private limited company","","","","86900","119 Pershore Road Birmingham B5 7NX","B5 7NX","86","2020","2","28","","","","52.463637600000006","-1.9008876000000001",
"AXMAN LIMITED","8536917","Active","Private limited company","","","","82990","74 Bristol Street Birmingham B5 7AH","B5 7AH","82","2013","5","20","","","","52.471752","-1.89939",
"RODROJ CITY STORES LTD","13720824","Active","Private limited company","","","","47110","6 Smallbrook Queensway Birmingham B5 4EN","B5 4EN","47","2021","11","3","","","","52.475485","-1.899555",
"DUB TRANSMISSIONS RECORDINGS LIMITED","4132644","Active","Private limited company","","","","90030","Unit 315 Jubilee Trade Centre 130 Pershore Street Digbeth Birmingham B5 6ND","B5 6ND","90","2000","12","29","","","","52.47244708333334","-1.8938155833333334",
"IMPERIAL GAS TRAINING SERVICES LTD","13179723","Active","Private limited company","","","","74909 85590","48 Princess Road Birmingham B5 7PU","B5 7PU","74 85","2021","2","4","","","","52.4630188","-1.8970787999999998",
"ROWHILL MOTORS LTD","9995711","Active","Private limited company","","","","45112","76 Bissell Street Birmingham B5 7HP","B5 7HP","45","2016","2","9","","","","52.46958833333333","-1.8924883333333333",
"LIT GROUP SOLUTIONS LTD","10913275","Active","Private limited company","","","","56290","88 Macdonald Street Birmingham B5 6TN","B5 6TN","56","2017","8","14","","","","52.47047500000001","-1.8926564285714285",
"BRB PRODUCTION SERVICES LIMITED","9170372","Active","Private limited company","","","","90020 90030","Birmingham Royal Ballet Thorp Street Birmingham B5 4AU","B5 4AU","90 ","2014","8","11","","","","52.474293793103456","-1.8986198965517238",
"UK CURRICULUM AND ACCREDITATION BODY (UKCAB)","6021439","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","85421 85422 85590 88100","Smithfield House Digbeth Birmingham B5 6BS","B5 6BS","85   88","2006","12","7","","","","52.475969","-1.890904",
"ALLAHDITTA LTD","12458076","Active","Private limited company","","","","46320","Stall 109 Indoor Market 50 Edgbaston Street Birmingham B5 4RQ","B5 4RQ","46","2020","2","12","","","","52.47619512499999","-1.894067375",
"HOLOSPHERE LIMITED","7216440","Active","Private limited company","","","","71122","Centre City House C/O Jqb Hill Street Floor 16 Birmingham B5 4UA","B5 4UA","71","2010","4","8","","","","52.47604914285713","-1.8986108571428573",
"THE GRAIN FATHER LTD","11711510","Active","Private limited company","","","","56290","68 Digbeth Birmingham B5 6DH","B5 6DH","56","2018","12","4","","","","52.4754","-1.888249",
"BAKHTAWAR TRUST","8443870","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","88100","Smithfield House Digbeth Birmingham B5 6BS","B5 6BS","88","2013","3","13","","","","52.475969","-1.890904",
"DEEP CARIBBEAN EXPERIENCE LTD","7871085","Active","Private limited company","","","","56101 56103","34 Bristol Street Birmigham B5 7AA","B5 7AA","56 ","2011","12","5","","","","52.473084","-1.899218",
"KATLA LTD","12459776","Active","Private limited company","","","","62020","Birmingham Open Media 1 Dudley Street Birmingham B5 4EG","B5 4EG","62","2020","2","13","","","","52.476577","-1.897502",
"BSPOILED LIMITED","13325939","Active","Private limited company","","","","47990","98 Bristol Road Birmingham B5 7XH","B5 7XH","47","2021","4","9","","","","52.46231681818181","-1.9040000909090913",
"ORGANIC MADINA DATES LTD","13097805","Active","Private limited company","","","","46341 46900 96090","65 Rea Street Birmingham B5 6BB","B5 6BB","46  96","2020","12","23","","","","52.473012600000004","-1.8890360000000002",
"ER KINVER LIMITED","13792400","Active","Private limited company","","","","56103","8.02 The Southside Building 8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2021","12","9","","","","52.4750369","-1.8978225",
"OP TRENCH LIMITED","12386057","Active","Private limited company","","","","56103","Suite B 8th Floor Albany House 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2020","1","6","","","","52.4750369","-1.8978225",
"RODROJ SALES AND SERVICES LTD","12210448","Active","Private limited company","","","","96020","6 Smallbrook Queensway Birmingham B5 4EN","B5 4EN","96","2019","9","17","","","","52.475485","-1.899555",
"ASTON ATHLETICS BASKETBALL CLUB COMMUNITY INTEREST COMPANY","6361011","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","93199","138 Digbeth Birmingham B5 6DR","B5 6DR","93","2007","9","4","","","","52.476890625","-1.891975",
"EDGBASTON FOUNDATION","8751227","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","93199","C/O Warwickshire County Cricket Club The County Ground Edgbaston B5 7QU","B5 7QU","93","2013","10","28","","","","52.4559648","-1.9038627",
"DR POS LTD","13261269","Active","Private limited company","","","","47190 62020 95110","73 Wrentham Street Birmingham B5 6QP","B5 6QP","47 62 95","2021","3","11","","","","52.4705956","-1.8954229999999999",
"LH 2021 LIMITED","13669911","Active","Private limited company","","","","56103","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2021","10","8","","","","52.4750369","-1.8978225",
"DIGBETH MOTOR GROUP LTD","13794117","Active","Private limited company","","","","45112","12-14 Dmg Trade Centre Barford Street Birmingham B5 6AX","B5 6AX","45","2021","12","10","","","","52.4737468","-1.8893246",
"WOODS REISEN LIMITED","1535604","Active","Private limited company","","","","79110","National Express House Birmingham Coach Station Mill Lane Digbeth Birmingham B5 6DD","B5 6DD","79","1980","12","18","","","","52.47537288235293","-1.8885931764705883",
"NATIONAL EXPRESS UK LIMITED","5876716","Active","Private limited company","","","","82990","National Express House Birmingham Coach Station Mill Lane Digbeth Birmingham B5 6DD","B5 6DD","82","2006","7","14","","","","52.47537288235293","-1.8885931764705883",
"DD ARTS BIRMINGHAM CENTRAL LTD","9472817","Active","Private limited by guarantee without share capital","","","","90010","147 Alexandra Road Birmingham B5 7NN","B5 7NN","90","2015","3","5","","","","52.46232260000001","-1.8960436",
"BIGGER PAN LIMITED","11841495","Active","Private limited company","","","","56103","Suite B 8th Floor Albany House 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2019","2","22","","","","52.4750369","-1.8978225",
"WINKAR LIMITED","13280720","Active","Private limited company","","","","46190 46520","Apartment 412 2 Masshouse Plaza Birmingham B5 5JE","B5 5JE","46 ","2021","3","21","","","","52.481454","-1.89043",
"RAMA HOUSING LIMITED","10667935","Active","Private limited company","","","","68100 68209","18 Pebble Mill Road Birmingham B5 7SA","B5 7SA","68 ","2017","3","14","","","","52.452097","-1.9125612",
"KANNWIN LIMITED","1771273","Active","Private limited company","","","","46410 46420","16 Bordesley Street Digbeth Birmingham B5 5PJ","B5 5PJ","46 ","1983","11","18","","","","52.478247999999994","-1.8884678000000001",
"WEST MIDLANDS ACCESSIBLE TRANSPORT LIMITED","2327223","Active","Private limited company","","","","49319","National Express House Digbeth Birmingham B5 6DD","B5 6DD","49","1988","12","9","","","","52.47537288235293","-1.8885931764705883",
"MERIDEN BARS LIMITED","9919100","Active","Private limited company","","","","56301","21 Bordesley Street Birmingham B5 5PJ","B5 5PJ","56","2015","12","16","","","","52.478247999999994","-1.8884678000000001",
"THESPACE C.I.C.","8241091","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","60200 90030","Birmingham Hippodrome Thorp Street Birmingham B5 4TB","B5 4TB","60 90","2012","10","4","","","","52.47427145454546","-1.8981447272727274",
"RAISINGBARS LTD","10286459","Active","Private limited company","","","","56302","The Anchor Bradford Street Birmingham B5 6ET","B5 6ET","56","2016","7","19","","","","52.47494833333334","-1.8892085000000003",
"88 WM LIMITED","13805242","Active","Private limited company","","","","56102","74 Bristol Street Birmingham B5 7AH","B5 7AH","56","2021","12","16","","","","52.471752","-1.89939",
"GOLDEN FOOD CATERING LIMITED","13805172","Active","Private limited company","","","","56102","Unit 10 2nd Floor, Asia Asia Food Hall 10 Pershore Street Birmingham B5 4RX","B5 4RX","56","2021","12","16","","","","52.476106","-1.896484",
"WINSOR SKILLS TRAINING LTD","10118266","Active","Private limited by guarantee without share capital","","","","85590","City Gate House 25 Moat Lane Birmingham B5 5BD","B5 5BD","85","2016","4","11","","","","52.476515","-1.892249",
"BRITISH INDEPENDENT RETAILERS ASSOCIATION LIMITED","7489229","Active","Private limited company","","","","82990","225 Bristol Road Edgbaston Birmingham B5 7UB","B5 7UB","82","2011","1","11","","","","52.45649579999999","-1.9102016",
"BEST BEAUTY 88 LTD","13437514","Active","Private limited company","","","","68209","Unit B 107 The Arcadian 70 Hurst Street Birmingham B5 4TD","B5 4TD","68","2021","6","3","","","","52.474768","-1.897239",
"MIDLANDS MOTOR TRADE LTD.","11732666","Active","Private limited company","","","","45112","Unit 3 Unit 3 76 Wrentham Street Birmingham B5 6QP","B5 6QP","45","2018","12","18","","","","52.4705956","-1.8954229999999999",
"BOHO BEER GARDEN LTD","13360264","Active","Private limited company","","","","86101","21-27 Milk Street Birmingham B5 5TR","B5 5TR","86","2021","4","27","","","","52.476862375","-1.8846922499999998",
"JEN STU LTD","7919991","Active","Private limited company","","","","56103","5th Floor Albany House 31 Hurst Street B5 4BD","B5 4BD","56","2012","1","23","","","","52.4750369","-1.8978225",
"FOCUS HOUSING LIMITED","10192239","Active","Private limited by guarantee without share capital","","","","55900","225-227 Bristol Road Edgbaston Birmingham B5 7UB","B5 7UB","55","2016","5","20","","","","52.456371285714276","-1.9103119999999998",
"COSMOS CAPITAL LTD.","8867689","Active","Private limited company","","","","70229 74100","Unit 2 41 Essex Street Birmingham B5 4TR","B5 4TR","70 74","2014","1","29","","","","52.47362414285715","-1.8984957142857144",
"CH (HERTS) LIMITED","11218353","Active","Private limited company","","","","56103","8.02 The Southside Building 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2018","2","21","","","","52.4750369","-1.8978225",
"SANVI TECHNOLOGIES LIMITED","7779367","Active","Private limited company","","","","62020","294 St. John's Walk Birmingham B5 4TL","B5 4TL","62","2011","9","19","","","","52.473766","-1.89733",
"MILK STREET LEISURE LTD","10447893","Active","Private limited company","","","","56210 56290","Gb House 21-27 Milk Street Digbeth Birmingham B5 5TR","B5 5TR","56 ","2016","10","26","","","","52.476862375","-1.8846922499999998",
"CHINA CITY 888 LTD","10709888","Active","Private limited company","","","","56103","C/O Tan & Co 5th Floor Albany House 31 Hurst Street Birmingham B5 4BD","B5 4BD","56","2017","4","5","","","","52.4750369","-1.8978225",
"VINTAGE GOT SOUL LTD","11135403","Active","Private limited company","","","","82990 90020","Melting Pot Smithfield Garage 34 Meriden Street Birmingham B5 5LS","B5 5LS","82 90","2018","1","5","","","","52.476780399999996","-1.8897268",
"ADAMSONS LAW ASSOCIATES LIMITED","9007132","Active","Private limited company","","","","69102","119 Pershore Road Edgbaston Birmingham B5 7NX","B5 7NX","69","2014","4","23","","","","52.463637600000006","-1.9008876000000001",
"NETFORMANE LIMITED","10908055","Active","Private limited company","","","","62090","135 Alexandra Road Edgbaston Birmingham B5 7NN","B5 7NN","62","2017","8","9","","","","52.46232260000001","-1.8960436",
